######## HEER templates#########;;;;;;;;;;;;;;x
GER_panzer_1936;Panzer (Early);;;;;;;;;;;;;x
GER_Infantry_1936;Infanterie;;;;;;;;;;;;;x
GER_garrison_1936;Festungtruppen ;;;;;;;;;;;;;x
GER_bergsjaeger;Gebirgsjaeger;;;;;;;;;;;;;x
GER_airlanding;Luftlandung;;;;;;;;;;;;;x
GER_volksgrenadier;Volkssturm;;;;;;;;;;;;;x
GER_motorised;Motorised;;;;;;;;;;;;;x
GER_panzergrenadier;Panzergrenadier;;;;;;;;;;;;;x
GER_Infantry_1942;Infanterie 1942;;;;;;;;;;;;;x
GER_security;Sonderkommando;;;;;;;;;;;;;x
GER_panzer_1941;Panzer (Mid War);;;;;;;;;;;;;x
GER_panzer_1943;Panzer (Late War);;;;;;;;;;;;;x
#############################################################;;;;;;;;;;;;;;x
######## Railway Artillery ##################################;;;;;;;;;;;;;;x
#############################################################;;;;;;;;;;;;;;x
Sofort_Programe;Eisenbahn-Kannone Program;;;;;;;;;;;;;x
GER_art_bat_664.txt;Artillerie-Batterie (E.) 664;;;;;;;;;;;;;x 
GER_art_bat_674.txt;Artillerie-Batterie (E.) 674;;;;;;;;;;;;;x
GER_art_bat_689.txt;Artillerie-Batterie (E.) 689;;;;;;;;;;;;;x
GER_art_bat_721.txt;Artillerie-Batterie (E.) 721;;;;;;;;;;;;;x
GER_art_bat_722.txt;Artillerie-Batterie (E.) 722;;;;;;;;;;;;;x
GER_art_bat_stav.txt;Artilleriegruppe Stavanger-Süd;;;;;;;;;;;;;x
GER_Siegfried_K.txt;Artillerie-Batterie (E.) Siegfried;;;;;;;;;;;;;x
GER_Siegfried_K_II.txt;Artillerie-Batterie (E.) Siegfried II;;;;;;;;;;;;;x
GER_k5_39.txt;Artillerie-Batterien (E.) 100/200/300 K5;;;;;;;;;;;;;x
GER_k5_40.txt;Artillerie-Batterien (E.) 400/500 K5;;;;;;;;;;;;;x
GER_k5_41.txt;Artillerie-Batterien (E.) 600/700 K5;;;;;;;;;;;;;x
GER_k5_42.txt;Artillerie-Batterien (E.) 800/900/1000 K5;;;;;;;;;;;;;x
GER_k5_43.txt;Artillerie-Batterien (E.) K5 Anzio Annie/Anzio Express;;;;;;;;;;;;;x
zDD-GER_Gustav_Dora.txt; - Schwerer Gustav and Dora will be placed in the production queue - \n;;;;;;;;;;;;;x
GER_Lang_gust.txt;Artillerie-Batterie (E.) Langer Gustav;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
######## HQ ##################################;;;;;;;;;;;;;;x
######## Heeresgruppen/Armygroups ############;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
#### OKW ####;;;;;;;;;;;;;;x
EVTDESC48845;In theory, the OKW served as the military general staff for the Third Reich, coordinating the efforts of the Army, Navy, and Air Force (Heer, Kriegsmarine, and Luftwaffe). In practice, the OKW acted as Hitler's personal military staff, translating his ideas into military orders, and issuing them to the three services while having little control over them. However, as the war progressed the OKW found itself exercising increasing amounts of direct command authority over military units, particularly in the West.\n\nThis created a situation such that, by 1942, the OKW held the de facto command of Western forces while the Army High Command (Oberkommando des Heeres/OKH) exercised de facto command of the Eastern Front. It was not until 28 April 1945 (two days before his suicide) that Hitler placed OKH under OKW, giving OKW command of forces on the Eastern Front.;;;;;;;;;;;;;x
OKW.txt;OKW Kdo.;;;;;;;;;;;;;x
#### Heeresgruppe Nord ####;;;;;;;;;;;;;;x
GER_Hgr_Nord.txt; * Forming the HGr. Nord\n* CO = Generaloberst Fedor von Bock \n;;;;;;;;;;;;;x
ger_army_group_north;Heeresgruppe Nord ;;;;;;;;;;;;;x
ger_army_group_north_short;H.Gr. Nord ;;;;;;;;;;;;;x
EVTDESC50768;Heeresgruppe Nord was created on August 27th, 1939 in Wehrkreis I (Königsberg) with Generaloberst Fedor von Bock in command ;;;;;;;;;;;;;x
#### Heeresgruppe C ####;;;;;;;;;;;;;;x
GER_C_HGruppe.txt; * Forming the HGr. C\n* CO = Generaloberst Wilhelm Ritter von Leeb \n;;;;;;;;;;;;;x
ger_army_group_c;Heeresgruppe C ;;;;;;;;;;;;;x
ger_army_group_c_short;H.Gr. C ;;;;;;;;;;;;;x
EVTDESC50762;Heeresgruppe C was created from Heeresgruppenkommando 2 on August 26th, 1939 in Wehrkreis IX (Frankfurt am Main) with Generaloberst Wilhelm Ritter von Leeb in command. It initially commanded all troops on Germany’s western front but after the Polish campaign it was reduced to commanding the southern half of the western front, overseeing the frontal breakthrough through the Maginot Line during June 1940.;;;;;;;;;;;;;x
#### Heeresgruppe A ####;;;;;;;;;;;;;;x
GER_A_HGruppe.txt; * Forming the HGr. A\n* CO = Generaloberst Gerd von Rundstedt \n;;;;;;;;;;;;;x
#### Heeresgruppe B ####;;;;;;;;;;;;;;x
GER_B_HGruppe.txt; * Forming the HGr. B\n* CO = General Fedor von Bock \n;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
############ Armee/Armies ####################;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
#### 1. Armee ####;;;;;;;;;;;;;;x
GER_1_Armee.txt; * Forming the 1. Armee\n* CO = General Erwin von Witzleben \n;;;;;;;;;;;;;x
ger_first_army;Stab 1. Armee ;;;;;;;;;;;;;x
ger_first_army_short;1.-AOK ;;;;;;;;;;;;;x
EVTDESC50739;The 1. Armee was activated on August 26th, 1939 in Wehrkreis XII (Wiesbaden) with General Erwin von Witzleben in command. Its primary mission was to guard the western defences of Germany against Allied forces along the Maginot Line, making it the principal adversary during the short-lived French Saar Offensive.;;;;;;;;;;;;;x
#### 2. Armee ####;;;;;;;;;;;;;;x
GER_2_Armee.txt; * Forming the 2. Armee\n* CO = General Maximilian Reichsfreiherr von Weichs \n;;;;;;;;;;;;;x
ger_second_army;Stab 2. Armee;;;;;;;;;;;;;x
ger_second_army_short;2.-AOK;;;;;;;;;;;;;x
EVTDESC50740;The 2. Armee was activated on October 20th, 1939 in Wehrkreis I (Königsberg) with General Maximilian Reichsfreiherr von Weichs in command. On September 2nd, 1939 the 2. Armee staff was used to create Heeresgruppe Nord. On Octobre 2, 1939 AOK-8 was renamed 2. Armee and was relocated to the western front where it saw action in France.;;;;;;;;;;;;;x
#### 3. Armee ####;;;;;;;;;;;;;;x
GER_3_Armee.txt; * Forming the 3. Armee\n* CO = Generaloberst Georg von Küchler \n;;;;;;;;;;;;;x
ger_third_army;Stab 3. Armee;;;;;;;;;;;;;x
ger_third_army_short;3.-AOK;;;;;;;;;;;;;x
EVTDESC400085;On August 22nd, 1939 the Übungs-Armeeoberkommando 3 was formed in Wehrkreis I. On August 28th, 1939 this was renamed 3. Armee. After the Poland campaign the Staff 3. Armee was renamed Grenz-Abschnittskommando Nord on the 3rd Oktober 1939 and stationed along the German-Russian border. On the 21st October 1939 the rest of the Staff 3. Armee was used to form 16. Armee.\nDuring the Polish campaign the 3. Armee commanded I. Armeekorps, XXI Armeekorps, Gruppe Brand and the 217. Infanterie-Division.;;;;;;;;;;;;;x
#### 4. Armee ####;;;;;;;;;;;;;;x
GER_4_Armee.txt; * Forming the 4. Armee\n* CO = General der Artillerie Günther von Kluge \n;;;;;;;;;;;;;x
ger_fourth_army;Stab 4. Armee;;;;;;;;;;;;;x
ger_fourth_army_short;4.-AOK;;;;;;;;;;;;;x
EVTDESC50741;The 4. Armee was activated on August 1st, 1939 with General Günther von Kluge in command. It first went into action during the Polish Campaign of September 1939 as part of Heeresgruppe Nord.;;;;;;;;;;;;;x
#### 5. Armee ####;;;;;;;;;;;;;;x
GER_5_Armee.txt; * Forming the 5. Armee\n* CO = General der Infanterie Curt Liebmann \n;;;;;;;;;;;;;x
ger_fifth_army;Stab 5. Armee;;;;;;;;;;;;;x
ger_fifth_army_short;5.-AOK;;;;;;;;;;;;;x
EVTDESC50742;The 5. Armee was activated on August 25th, 1939 in Wehrkreis VI (Münster) with General Curt Liebmann in command. It acted in defence of the Siegfried Line. On May 15, 1940 the 5. Armee was renamed to 18. Armee.;;;;;;;;;;;;;x
### 6. Armee ####;;;;;;;;;;;;;;x
GER_6_Armee.txt; * Forming the 6. Armee\n* CO = Generaloberst Walther von Reichenau \n;;;;;;;;;;;;;x
ger_sixth_army;Stab 6. Armee;;;;;;;;;;;;;x
ger_sixth_army_short;6.-AOK;;;;;;;;;;;;;x
EVTDESC50743;The 6. Armee was formed on October 10th, 1939 by renaming the 10. Armee in Wehrkreis IV (Leipzig) with Generaloberst Walther von Reichenau in command. Its primary mission was to guard the western defenses of Germany against British and French attacks during the Polish campaign.;;;;;;;;;;;;;x
### 7. Armee ####;;;;;;;;;;;;;;x
GER_7_Armee.txt; * Forming the 7. Armee\n* CO = Generaloberst Friedrich Dollamnn \n;;;;;;;;;;;;;x
ger_seventh_army;Stab 7. Armee;;;;;;;;;;;;;x
ger_seventh_army_short;7.-AOK;;;;;;;;;;;;;x
EVTDESC50744;The 7. Armee was activated on August 25th, 1939 in Wehrkreis V (Stuttgart) with General Friedrich Dollmann in command. At the outbreak of the war, the 7. Armee defended the French border and manned the Westwall in the Upper Rhine region. During the entire war it stayed on the western front and surrendered in May 8, 1945 to the US Army.;;;;;;;;;;;;;x
### 8. Armee ####;;;;;;;;;;;;;;x
GER_8_Armee.txt; * Forming the 8. Armee\n* CO = Generaloberst Johannes Blaskowitz \n;;;;;;;;;;;;;x
ger_eighth_army;Stab 8. Armee;;;;;;;;;;;;;x
ger_eighth_army_short;8.-AOK;;;;;;;;;;;;;x
EVTDESC50745;The 8. Armee was activated on August 1st, 1939 in Wehrkreis IV (Dresden) with Generaloberst Johannes Blaskowitz in command. First seeing service in Poland, where it participated in heavy fighting during Battle of Bzura, the army was later reorganised into the 2. Armee for the invasion of France, before later being reactivated as being part of the Ostfront in Russia.;;;;;;;;;;;;;x
### 9. Armee ####;;;;;;;;;;;;;;x
GER_9_Armee.txt; * Forming the 9. Armee\n* CO = Generaloberst Johannes Blaskowitz \n;;;;;;;;;;;;;x
ger_ninth_army;Stab 9. Armee;;;;;;;;;;;;;x
ger_ninth_army_short;9.-AOK;;;;;;;;;;;;;x
EVTDESC50746;The 9. Armee was activated on May 15th, 1940 from the Oberbefehlshabers Ost in Warsaw with General Johannes Blaskowitz in command. The 9. Armee first saw service along the Siegfried Line when it was involved in the invasion of France. It was kept as a strategic reserve and saw little fighting.;;;;;;;;;;;;;x
### 10. Armee ####;;;;;;;;;;;;;;x
GER_10_Armee.txt; * Forming the 10. Armee\n* CO = General Heinrich von Vietinghoff \n;;;;;;;;;;;;;x
ger_tenth_army;Stab 10. Armee;;;;;;;;;;;;;x
ger_tenth_army_short;10.-AOK ;;;;;;;;;;;;;x
EVTDESC50747;The 10. Armee was reactivated on August 15, 1943 in Italy Kalabrien Region with General Heinrich von Vietinghoff as part of the defence of Itaky. It saw action in late 1943 and early 1944 along the "Winter Line" at the Battle of San Pietro Infine and the Battle of Monte Cassino, before finally surrendering near the Alps.;;;;;;;;;;;;;x
### 11. Armee ####;;;;;;;;;;;;;;x
GER_11_Armee.txt; * Forming the 11. Armee\n* CO = Generaloberst Eugen Ritter von Schobert \n;;;;;;;;;;;;;x
ger_eleventh_army;Stab 11. Armee ;;;;;;;;;;;;;x
ger_eleventh_army_short;11.-AOK ;;;;;;;;;;;;;x
### 12. Armee ####;;;;;;;;;;;;;;x
GER_12_Armee.txt; * Forming the 12. Armee\n* CO = General Wilhelm List \n;;;;;;;;;;;;;x
### 16. Armee ####;;;;;;;;;;;;;;x
GER_16_Armee.txt; * Forming the 16. Armee\n* CO = Generalfeldmarshal Ernst Busch \n;;;;;;;;;;;;;x
### 18. Armee ####;;;;;;;;;;;;;;x
GER_18_Armee.txt; * Forming the 18. Armee\n* CO = Generalfeldmarshal Georg von Küchler \n;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
######## Armeekorps/Corps ####################;;;;;;;;;;;;;;x
##############################################;;;;;;;;;;;;;;x
### XIV. Armeekorps ####;;;;;;;;;;;;;;x
GER_14_AK_mot.txt; * Forming the XIV. Armeekorps(mot)\n* CO = General der Infanterie Gustav von Wietersheim \n ;;;;;;;;;;;;;x
ger_xiv_corps;Stab XIV. A.K.(mot) ;;;;;;;;;;;;;x
ger_xiv_corps_short;XIV.-AK.(m) ;;;;;;;;;;;;;x
EVTDESC50145; The XIV. Armeekorps was activated on April, 1938 in Magdenburg with General der Infanterie Gustav von Wietersheim as CO. It was set as a non-territorial Korps to lead the the 4 Motorized-Divisions of the HEER. OOB 1 sept 1939:\n13. Infanterie-Division(mot) \n29. Infanterie-Division(mot) \nIn June 1942 it was renamed into Gruppe von Wietersheim and as of 21st June 1942 renamed into XIV. Panzerkorps. ;;;;;;;;;;;;;x
14_Korps_mot_decision_title; Form the XIV. A.K.(mot) ;;;;;;;;;;;;;x
14_Korps_mot_decision_desc; Form the XIV. A.K.(mot) in Magdenburg ;;;;;;;;;;;;;x
### XV. Armeekorps ####;;;;;;;;;;;;;;x
GER_15_AK_mot.txt; * Forming the XV. Armeekorps(mot)\n* CO = Generaloberst Hermann Hoth \n;;;;;;;;;;;;;x
ger_xv_corps;Stab XV. A.K.(mot) ;;;;;;;;;;;;;x
ger_xv_corps_short;XV.-AK.(m) ;;;;;;;;;;;;;x
EVTDESC50144; The XV. Armeekorps was activated on October, 1938 in Jena with Generaloberst Hermann Hoth as CO. It was set as a non-territorial Korps to lead the the 2 Leichte-Divisionen of the HEER. OOB 1 sept 1939:\n1. Panzer-Division \n4.Panzer-Division \n2. Leichte-Division \n3. Leichte-Division \nAt the beginning of September the 1. Panzer_division was transferred to XVI. A.K.(mot) and the 4. Panzer-Division was transferred to the XIX. A.K.(mot) on 1st juli 1939. On November 16th 1940 it was renamed into Panzergruppe 3 (3. Pz.-Armee).;;;;;;;;;;;;;x
15_Korps_mot_decision_title;Form the XV. A.K.(mot) ;;;;;;;;;;;;;x
15_Korps_mot_decision_desc;Form the XV. A.K.(mot) in Jena ;;;;;;;;;;;;;x
### XVI. Armeekorps ####;;;;;;;;;;;;;;x
GER_16_AK_mot.txt; * Forming the XVI. Armeekorps(mot)\n* CO = Generaloberst Erich Hoepner \n ;;;;;;;;;;;;;x
ger_xvi_corps;Stab XVI. A.K.(mot) ;;;;;;;;;;;;;x
ger_xvi_corps_short;XVI.-AK.(m) ;;;;;;;;;;;;;x
