EVTDESC49364;In order to defend East-Prussia against invading enemy airplanes we need more airfields. Those airfields are also needed in preparation for future air-operations.\n\nThe following airbases can be build:\n *Allestein level 4\n *Elbing level 4\n*Marienwerder level 4\n *Tilsit level 4\n *Insterburg level 4\n\n§RPlace the buildings manually on top in building Q and the next day buildings are done§b;;;;;;;;;;;;;x
EVTDESC49365;In order to defend West-Prussia and its valuable industry against invading enemy airplanes we need more airfields. Those airfields are also needed in preparation for future air-operations.They are split up into 6 events during this month. Every 5 days you will get an event which enables you to gain some levels of airbases in Western-Prussia.\nStarting with:\n *Stettin level 10\n *Stolp level 4\n *Neisse level 4\n\n§RBy placing the airbases to the top manually you will have them build the next day.§b;;;;;;;;;;;;;x
EVTDESC1016;In order to defend West-Prussia and its valuable industry against invading enemy airplanes we need more airfields. Those airfields are also needed in preparation for future air-operations.\nBuidling the next airbases:\n *Leipzig add 4 levels to gain level 10\n *Torgau level 6\n\n§RBy placing the airbases to the top manually you will have them build the next day.§b;;;;;;;;;;;;;x
EVTDESC1017;In order to defend West-Prussia and its valuable industry against invading enemy airplanes we need more airfields. Those airfields are also needed in preparation for future air-operations.\nBuidling the next airbases:\n *Chemnitz level 10\n *Dresden level 6\n\n§RBy placing the airbases to the top manually you will have them build the next day.§b;;;;;;;;;;;;;x
EVTDESC1018;In order to defend West-Prussia and its valuable industry against invading enemy airplanes we need more airfields. Those airfields are also needed in preparation for future air-operations.\nBuidling the next airbases:\n *Neuruppin level 6\n *Dessau level 6\n *Jena level 4\n *Hirschberg level 4\n\n§RBy placing the airbases to the top manually you will have them build the next day.§b;;;;;;;;;;;;;x
EVTDESC1019;In order to defend West-Prussia and its valuable industry against invading enemy airplanes we need more airfields. Those airfields are also needed in preparation for future air-operations.\nBuidling the next airbases:\n *Neubrandenburg level 6\n *Dessau level 6\n *Frankfurt a/d Oder level 4\n *Gleiwitz level 4\n\n§RBy placing the airbases to the top manually you will have them build the next day.§b;;;;;;;;;;;;;x
EVTDESC1020;In order to defend West-Prussia and its valuable industry against invading enemy airplanes we need more airfields. Those airfields are also needed in preparation for future air-operations.\nBuidling the next airbases:\n *Halle level 4\n *Zwickau level 4\n *Plauen level 4\n *Hof level 4\n\n§RBy placing the airbases to the top manually you will have them build the next day.§b;;;;;;;;;;;;;x
EVTDESC49366;In order to be able to defend West-Germany with it's valuable industry and mining facilities against invading enemy airplanes/bombing raids, we need to build more airbases/airfields. Those airfields are also needed in preparation for future air-operations.They are split up into 6 events during this month. Every 5 days you will get an event which enables you to gain some levels of airbases in Western-Germany.\nStarting with:\n *Frankfurt am Main gain to level 10\n *Münster gain to level 8\n *Hennef level 4\n *Darmstadt level 4\n\n§RBy placing the airbases to the top manually you will have them build the next day.§b;;;;;;;;;;;;;x
EVTDESC1022;In order to be able to defend West-Germany with it's valuable industry and mining facilities against invading enemy airplanes/bombing raids, we need to build more airbases/airfields. Those airfields are also needed in preparation for future air-operations.\nBuidling the next airbases:\n *Wiesbaden level 10\n *Eschwege level 4\n *Gelnhausen level 4\n\n§RBy placing the airbases to the top manually you will have them build the next day.§b;;;;;;;;;;;;;x
EVTDESC1023;In order to be able to defend West-Germany with it's valuable industry and mining facilities against invading enemy airplanes/bombing raids, we need to build more airbases/airfields. Those airfields are also needed in preparation for future air-operations.\nBuidling the next airbases:\n *Bonn level 10\n *Magdeburg level 4\n *Nordhausen level 4\n\n§RBy placing the airbases to the top manually you will have them build the next day.§b;;;;;;;;;;;;;x
EVTDESC1024;In order to be able to defend West-Germany with it's valuable industry and mining facilities against invading enemy airplanes/bombing raids, we need to build more airbases/airfields. Those airfields are also needed in preparation for future air-operations.\nBuidling the next airbases:\n *Bittburg level 10\n *Korbach level 4\n *Hildesheim level 4\n\n§RBy placing the airbases to the top manually you will have them build the next day.§b;;;;;;;;;;;;;x
EVTDESC1025;In order to be able to defend West-Germany with it's valuable industry and mining facilities against invading enemy airplanes/bombing raids, we need to build more airbases/airfields. Those airfields are also needed in preparation for future air-operations.\nBuidling the next airbases:\n *Euskirchen gain to level 10\n *Mainz level 6\n *Duderstadt level 4\n\n§RBy placing the airbases to the top manually you will have them build the next day.§b;;;;;;;;;;;;;x
