JOIN_FACTION_INTENTION;§Y$COUNTRY$§! is going to join the §Y$FACTION$§!.;;§Y$COUNTRY$§! tritt der Fraktion §Y$FACTION$§! bei.;;;;;;;;;;;x
LOWEST_TECH_LEVEL;Technology minimum level is §Y$LEVEL$§!.;;Das technologische minimum Level ist §Y$LEVEL$§!.;;;;;;;;;;;x
sino_jap_peace_region;Japanese coastal claims;;Japanische Gebietsansprüche an der Küste;;;;;;;;;;;x
CAN_NOT_JOIN_WAR_NAP;They can not be called to our war because of a non-aggression pact with §Y$COUNTRY$§!;;Wir können sie nicht um Hilfe im Krieg bitten da sie einen Nichtangriffspakt mit §Y$COUNTRY$§! haben;;;;;;;;;;;x
BP_TOOL_ARROW_SLIM_DASHED;Slim Dashed Arrow;;Dünner gestrichelter Pfeil;;;;;;;;;;;x
BP_TOOL_ARROW_MEDIUM_1_DASHED;Medium Dashed Arrow 1;;Mittlerer gestrichelter Pfeil 1;;;;;;;;;;;x
BP_TOOL_ARROW_MEDIUM_2_DASHED;Medium Dashed Arrow 2;;Mittlerer gestrichelter Pfeil 2;;;;;;;;;;;x
BP_TOOL_ARROW_MEDIUM_3_DASHED;Medium Dashed Arrow 3;;Mittlerer gestrichelter Pfeil 3;;;;;;;;;;;x
BP_TOOL_ARROW_THICK_DASHED;Thick Dashed Arrow;;Dicker gestrichelter Pfeil;;;;;;;;;;;x
BP_OPEN_TOOLTIP;Open/Close the battle plan editor.;;Öffnen/Schließen des Schlachtplaners.;;;;;;;;;;;x
BP_TOGGLE_TOOLTIP;Show/Hide the current battle plans.;;Anzeigen/Verbergen des aktuellen Schlachtplanes.;;;;;;;;;;;x
panzer_leader;Battle Expert;;Kampfexperte;;;;;;;;;;;x
BUILD_CA_BONUS_VALUE;Combined arms bonus for combat;;Kampfbonus für das Benutzen unterschiedlicher Waffengattungen;;;;;;;;;;;x
ENDGAMEBUTTON_winter_war_FIN_LOSS;Ok;;Ok;;;;;;;;;;;x
ENDGAMEBUTTON_winter_war_FIN_WIN;Ok;;Ok;;;;;;;;;;;x
ENDGAMEBUTTON_winter_war_SOV_LOSS;Ok;;Ok;;;;;;;;;;;x
ENDGAMEBUTTON_winter_war_SOV_WIN;Ok;;Ok;;;;;;;;;;;x
ENDGAMEBUTTON_SCW_SPR_LOSS;Ok;;Ok;;;;;;;;;;;x
ENDGAMEBUTTON_SCW_SPR_WIN;Ok;;Ok;;;;;;;;;;;x
ENDGAMEBUTTON_SCW_SPA_LOSS;Ok;;Ok;;;;;;;;;;;x
ENDGAMEBUTTON_SCW_SPA_WIN;Ok;;Ok;;;;;;;;;;;x
LEND_LEASE_DESC;Request industrial aid;;Industrielle Unterstützung erbitten;;;;;;;;;;;x
LEND_LEASE_CANCEL_DESC;Cancel any lend-lease aid;;Jegliche industrielle Unterstützung aufheben;;;;;;;;;;;x
ACT_LENDLEASE_ONLY_AT_WAR;We need to be at war to request lend-lease;;Wir müssen uns im Krieg befinden um industrielle Unterstützung anfordern zu können;;;;;;;;;;;x
ACT_LENDLEASE_NEUTRALITY;Their neutrality must be less then §Y$LIMIT$§!, it is currently §Y$VAL$§!;Ihre Neutralität muss kleiner als §Y$LIMIT$§! sein, momentan ist sie bei §Y$VAL$§!;Ihre Neutralität muss kleiner als §Y$LIMIT$§! sein, momentan ist sie bei §Y$VAL$§!;;;;;;;;;;;x
LEND_LEASE_DESCRIPTION;Request that they help us by sharing some of their industrial capacity;;Anfragen ob sie uns helfen können, indem sie uns ein wenig ihrer industriellen Produktion zur Verfügung stellen;;;;;;;;;;;x
LEND_LEASE_BREAK_DESCRIPTION;Cancel lend-lease;;Industrielle Unterstützung aufheben;;;;;;;;;;;x
ASK_LEND_LEASE_DESC;§Y$ACTOR$§! is requesting lend-lease support from us.\n This will let us share some of our industrial capacity with them.;;§Y$ACTOR$§! erbittet industrielle Unterstützung von uns.\n Hiermit werden wir Ihnen ein wenig von unserer industriellen Produktion zur Verfügung stellen.;;;;;;;;;;;x
LEND_LEASE_RECEIVED_VALUE;Received by Lend-Lease: §G$VAL$§!;;Empfangene industrielle Unterstützung: §G$VAL$§!;;;;;;;;;;;x
LEND_LEASE_MAX_VALUE;(Max: §G$MAX$§!);;(Max: §G$MAX$§!);;;;;;;;;;;x
LEND_LEASE_ALLOWED_NEIGHBOUR;IC will be transported by land, as we are neighbours.;;Da wir Nachbarn sind wird die Industrielle Unterstützung über Land transportiert.;;;;;;;;;;;x
LEND_LEASE_ALLOWED_CONVOY;IC will be transported by sea, by the convoys of §Y$COUNTRY$§!.;;Die Industrielle Unterstützung wird mit Konvois von §Y$COUNTRY$§! transportiert.;;;;;;;;;;;x
LEND_LEASE_ALLOWED_TELEPORT;IC will be transported by land, as we are on the same continent.;;Da wir auf dem gleichen Kontinent beheimated sind wird die Industrielle Unterstützung über Land transportiert.;;;;;;;;;;;x
LEND_LEASE_NOT_ALLOWED;Lend Lease requirements are not met.;;Die Anforderungen für industrielle Unterstützung sind nciht gegeben.;;;;;;;;;;;x
LEND_LEASE_CONVOYED_TO;IC to $COUNTRY$;;IK zu $COUNTRY$;;;;;;;;;;;x
LEND_LEASE_CONVOYED_FROM;IC from $COUNTRY$;;IK von $COUNTRY$;;;;;;;;;;;x
LEND_LEASE_CONVOY_DESC;This convoy is transporting IC lend lease from §Y$FROM$§! to §Y$TO$§!.\nThe convoy efficiency affects how much IC is delivered.;;Dieser Konvoi transportiert industrielle Unterstützung von §Y$FROM$§! nach §Y$TO$§!.\nDie Konvoi-Effizienz bestimmt wieviel IK letztendlich geliefert wird.;;;;;;;;;;;x
LEND_LEASE_FROM_LIST;Receiving Lend-lease from $COUNTRIES$;;Wir erhalten industrielle Unterstützung von $COUNTRIES$;;;;;;;;;;;x
LEND_LEASE_TO_LIST;Giving Lend-lease to $COUNTRIES$;;Wir liefern industrielle Unterstützung nach $COUNTRIES$;;;;;;;;;;;x
LENDDECLINE_SETUP;When a nation refuses to allow you lend-lease.;;Wenn eine Nation es ablehnt uns industriell zu unterstützen.;;;;;;;;;;;x
