##################################################;;;;;;;;;;;;;;x
# Events;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
pearl_harbor_effect;Pearl Harbor Effects;;;;;;;;;;;;;x
activated_light_brigade_event;Building light equipment;;;;;;;;;;;;;x
activated_medium_brigade_event;Building medium equipment;;;;;;;;;;;;;x
activated_heavy_brigade_event;Building heavy equipment;;;;;;;;;;;;;x
activated_super_heavy_brigade_event;Building super heavy equipment;;;;;;;;;;;;;x
build_little_forts;Building light fortifications;;;;;;;;;;;;;x
build_medium_forts;Building medium fortifications;;;;;;;;;;;;;x
build_heavy_forts;Building heavy fortifications;;;;;;;;;;;;;x
great_patriotic_war_effects;Great Patriotic War;;;;;;;;;;;;;x
lend_lease_modifier;Allies Lend Lease;;;;;;;;;;;;;x
lend_lease_modifier_UK;UK Lend Lease;;;;;;;;;;;;;x
lend_lease_modifier_SOV;USSR Lend Lease;;;;;;;;;;;;;x
lend_lease_receiver;Lend Lease effects;;;;;;;;;;;;;x
lend_lease_receiver_SOV;Lend Lease effects;;;;;;;;;;;;;x
lend_lease_UK_to_SOV;USSR Lend Lease;;;;;;;;;;;;;x
lend_lease_UK_to_dom;Dominions Lend Lease;;;;;;;;;;;;;x
lend_lease_wait;Don't wait for a shipment;;;;;;;;;;;;;x
lend_lease_uk_wait;Don't wait for a UK shipment;;;;;;;;;;;;;x
lend_lease_naval_wait;Don't wait for a naval shipment;;;;;;;;;;;;;x
lend_lease_uk_decision;Lend Lease for UK;;;;;;;;;;;;;x
lend_lease_ger_chi;Sino-German Cooperation;;;;;;;;;;;;;x
lend_lease_chi_ger;Sino-German Cooperation;;;;;;;;;;;;;x
falkenhausen_military_advisor;Falkenhausen Military Advisor;;;;;;;;;;;;;x
great_patriotic_war_decay;Effect will not change;;;;;;;;;;;;;x
raid_success;Raid Success;;;;;;;;;;;;;x
soviet_pre_war_industry;Soviet pre-war industry;;;;;;;;;;;;;x
french_pre_war_industry;French pre-war industry;;;;;;;;;;;;;x
officer_purge;Great Purge effects;;;;;;;;;;;;;x
