# MODEL_TAG;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
FRA_quad_engine_transport_0;SE.161 Languedoc;;;;;;;;;;;;;x
FRA_quad_engine_transport_1;Bleriot 195;;;;;;;;;;;;;x
FRA_quad_engine_transport_4;Farman NC.223.3;;;;;;;;;;;;;x
FRA_quad_engine_transport_7;Bloch S.O.161;;;;;;;;;;;;;x
FRA_quad_engine_transport_10;Bloch S.O.70;;;;;;;;;;;;;x
FRA_transport_plane_0;Bloch MB.221;;;;;;;;;;;;;x
FRA_transport_plane_2;Breguet Br.765 Sahara;;;;;;;;;;;;;x
FRA_transport_plane_3;Nord Noratlas;;;;;;;;;;;;;x
FRA_transport_plane_4;Transall C-160;;;;;;;;;;;;;x
FRA_transport_plane_7;Liore-Oliver LeO 451T;;;;;;;;;;;;;x
FRA_transport_plane_8;Bloch S.O.90;;;;;;;;;;;;;x
FRA_transport_plane_9;Caudron C.449;;;;;;;;;;;;;x
FRA_transport_plane_10;Breguet 500 Colmar;;;;;;;;;;;;;x
FRA_cag_0;D.501 / PL.101;;;;;;;;;;;;;x
FRA_cag_1;D.501 / PL.101;;;;;;;;;;;;;x
FRA_cag_2;D.373 / PL.101;;;;;;;;;;;;;x
FRA_cag_3;MB.152 / D.750;;;;;;;;;;;;;x
FRA_cag_4;MB.157 / D.750;;;;;;;;;;;;;x
FRA_cag_5;F6F Hellcat/SB2C Helldiver/TBF Avenger;;;;;;;;;;;;;x
FRA_cag_6;F6F Hellcat/SB2C Helldiver/TBM Avenger;;;;;;;;;;;;;x
FRA_cag_7;F4U Corsair / AM Mauler;;;;;;;;;;;;;x
FRA_cag_8;S.E.202 Aquilon / Br.1050 Alize;;;;;;;;;;;;;x
FRA_cag_9;Dassault etendard IV / Br.1050 Alize;;;;;;;;;;;;;x
FRA_interceptor_0;Dewotine D.500;;;;;;;;;;;;;x
FRA_interceptor_1;Dewotine D.510;;;;;;;;;;;;;x
FRA_interceptor_2;Dewotine D.520;;;;;;;;;;;;;x
FRA_interceptor_3;Bloch MB.152;;;;;;;;;;;;;x
FRA_interceptor_4;Dewoitine D.552;;;;;;;;;;;;;x
FRA_interceptor_5;Bloch MB.157;;;;;;;;;;;;;x
FRA_interceptor_6;Arsenal VB 10;;;;;;;;;;;;;x
FRA_interceptor_7;Bloch MB.154;;;;;;;;;;;;;x
FRA_interceptor_8;SNCASE S.E.520Z;;;;;;;;;;;;;x
FRA_interceptor_9;SNCA NC 900;;;;;;;;;;;;;x
FRA_multi_role_0;Morane-Saulnier MS.405;;;;;;;;;;;;;x
FRA_multi_role_1;Morane-Saulnier MS.406;;;;;;;;;;;;;x
FRA_multi_role_2;Arsenal VG.33/36;;;;;;;;;;;;;x
