# MODEL_TAG;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
############### Unit Names ###############;;;;;;;;;;;;;;x
### Units ############################;;;;;;;;;;;;;;x
JAP_interceptor_0;Kawasaki Army Type 92;;;;;;;;;;;;;x
JAP_interceptor_1;Kawasaki Ki-10;;;;;;;;;;;;;x
JAP_interceptor_2;Kawasaki Ki-10-II;;;;;;;;;;;;;x
JAP_interceptor_3;Mitsubishi Ki-18;;;;;;;;;;;;;x
JAP_interceptor_4;Mitsubishi Ki-33;;;;;;;;;;;;;x
JAP_interceptor_5;Nakajima Ki-43-I;;;;;;;;;;;;;x
JAP_interceptor_6;Nakajima Ki-44;;;;;;;;;;;;;x
JAP_interceptor_7;Nakajima Ki-44-II Otsu;;;;;;;;;;;;;x
JAP_interceptor_8;Nakajima Ki-44-II ko;;;;;;;;;;;;;x
JAP_interceptor_9;Kawasaki Ki-100-I;;;;;;;;;;;;;x
JAP_interceptor_10;Kawasaki Ki-100-II;;;;;;;;;;;;;x
JAP_multi_role_0;Nakajima Ki-11;;;;;;;;;;;;;x
JAP_multi_role_1;Nakajima Ki-27;;;;;;;;;;;;;x
JAP_multi_role_2;Nakajima Ki-27-I;;;;;;;;;;;;;x
JAP_multi_role_3;Nakajima Ki-27-II;;;;;;;;;;;;;x
JAP_multi_role_4;Nakajima Ki-27-Kai;;;;;;;;;;;;;x
JAP_multi_role_5;Nakajima Ki-43-II;;;;;;;;;;;;;x
JAP_multi_role_6;Nakajima Ki-43-III;;;;;;;;;;;;;x
JAP_multi_role_7;Kawasaki Ki-61;;;;;;;;;;;;;x
JAP_multi_role_8;Nakajima Ki-84;;;;;;;;;;;;;x
JAP_multi_role_9;Nakajima Ki-116;;;;;;;;;;;;;x
JAP_tactical_bomber_0;Mitsubishi Ki-1;;;;;;;;;;;;;x
JAP_tactical_bomber_1;Mitsubishi Ki-1-II;;;;;;;;;;;;;x
JAP_tactical_bomber_2;Mitsubishi Ki-21-Ia;;;;;;;;;;;;;x
JAP_tactical_bomber_3;Mitsubishi Ki-21-Ib;;;;;;;;;;;;;x
JAP_tactical_bomber_4;Mitsubishi Ki-21-IIa;;;;;;;;;;;;;x
JAP_tactical_bomber_5;Mitsubishi Ki-21-IIb;;;;;;;;;;;;;x
JAP_tactical_bomber_6;Nakajima Ki-49-I;;;;;;;;;;;;;x
JAP_tactical_bomber_7;Nakajima Ki-49-II;;;;;;;;;;;;;x
JAP_tactical_bomber_8;Mitsubishi Ki-67-Ia;;;;;;;;;;;;;x
JAP_tactical_bomber_9;Mitsubishi Ki-67-Ib;;;;;;;;;;;;;x
JAP_naval_bomber_0;Mitsubishi G3M1a-c Rikko;;;;;;;;;;;;;x
JAP_naval_bomber_1;Mitsubishi G3M1 Model 11 Rikko;;;;;;;;;;;;;x
JAP_naval_bomber_2;Mitsubishi G3M2 Model 21 Rikko;;;;;;;;;;;;;x
JAP_naval_bomber_3;Mitsubishi G3M3 Model 22 Rikko;;;;;;;;;;;;;x
JAP_naval_bomber_4;Mitsubishi G3M4 Model 23 Rikko;;;;;;;;;;;;;x
JAP_naval_bomber_5;Mitsubishi G4M1 Model 11 Hamaki;;;;;;;;;;;;;x
JAP_naval_bomber_6;Mitsubishi G4M2 Model 22 Hamaki;;;;;;;;;;;;;x
JAP_naval_bomber_7;Mitsubishi G4M2 Model 24 Hamaki;;;;;;;;;;;;;x
JAP_naval_bomber_8;Mitsubishi G4M3 Model 34 Hamaki;;;;;;;;;;;;;x
JAP_naval_bomber_9;Kyushu Q1W Tokai;;;;;;;;;;;;;x
JAP_cas_0;Kawasaki Type 88;;;;;;;;;;;;;x
JAP_cas_1;Kawasaki Ki-3;;;;;;;;;;;;;x
JAP_cas_2;Kawasaki Ki32 Mary;;;;;;;;;;;;;x
JAP_cas_3;Mitsubishi Ki30-Ia Nagoya;;;;;;;;;;;;;x
JAP_cas_4;Mitsubishi Ki30-Ib Nagoya;;;;;;;;;;;;;x
JAP_cas_5;Mitsubishi Ki51-Ia Sonia;;;;;;;;;;;;;x
JAP_cas_6;Mitsubishi Ki51-Ib Sonia;;;;;;;;;;;;;x
JAP_cas_7;Mitsubishi Ki51-Ic Sonia;;;;;;;;;;;;;x
JAP_light_bomber_0;Mitsubishi Ki-2;;;;;;;;;;;;;x
JAP_light_bomber_1;Mitsubishi Ki-2-II;;;;;;;;;;;;;x
JAP_light_bomber_2;Mitsubishi Ki-15-I;;;;;;;;;;;;;x
JAP_light_bomber_3;Mitsubishi Ki-15-II;;;;;;;;;;;;;x
JAP_light_bomber_4;Kawasaki Ki-48-Ia;;;;;;;;;;;;;x
JAP_light_bomber_5;Kawasaki Ki-48-Ib;;;;;;;;;;;;;x
JAP_light_bomber_6;Kawasaki Ki-48-IIa;;;;;;;;;;;;;x
JAP_light_bomber_7;Kawasaki Ki-48-IIb;;;;;;;;;;;;;x
JAP_light_bomber_8;Kawasaki Ki-48-IId;;;;;;;;;;;;;x
JAP_light_bomber_9;Tachikawa Ki-74;;;;;;;;;;;;;x
